[27Nov2024 19:29:17.777] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.4.2, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[27Nov2024 19:29:17.781] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[27Nov2024 19:29:18.062] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Zombies-server/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[27Nov2024 19:29:18.415] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.19.2-43.4.2/fmlcore-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.416] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.19.2-43.4.2/javafmllanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.418] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.19.2-43.4.2/lowcodelanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.419] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.19.2-43.4.2/mclanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.575] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[27Nov2024 19:29:20.397] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[27Nov2024 19:29:20.472] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments []
[27Nov2024 19:29:20.517] [main/WARN] [mixin/]: Reference map 'ambientsounds.mixins.refmap.json' for ambientsounds.mixins.json could not be read. If this is a development environment you can ignore this message
[27Nov2024 19:29:25.673] [main/INFO] [net.minecraft.util.datafix.DataFixers/]: Building unoptimized datafixer
[27Nov2024 19:29:27.873] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[27Nov2024 19:29:27.874] [modloading-worker-0/INFO] [realmayus.aquatictorches.AquaticTorches/]: Aquatic Torches loaded.
[27Nov2024 19:29:27.906] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 43.4.2, for MC 1.19.2 with MCP 20220805.130853
[27Nov2024 19:29:27.907] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v43.4.2 Initialized
[27Nov2024 19:29:27.955] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/Zombies-server/servidor_minecraft/config/appleskin-client.toml is not correct. Correcting
[27Nov2024 19:29:27.957] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key client was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.967] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.mutant.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.967] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.mutant.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.967] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.mutant.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.967] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.mutant.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.967] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.mutant.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.968] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.experimentation_survivor was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.968] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.experimentation_survivor.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.968] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.experimentation_survivor.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.968] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.experimentation_survivor.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.968] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.experimentation_survivor.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.968] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.experimentation_survivor.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.968] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.markermob was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.968] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.markermob.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.969] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.markermob.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.969] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.markermob.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.969] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.markermob.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.969] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.markermob.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.969] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.helmet_holder was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.969] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.helmet_holder.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.969] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.helmet_holder.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.969] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.helmet_holder.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.970] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.helmet_holder.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.970] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.helmet_holder.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.970] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.standard_missile was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.970] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.standard_missile.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.970] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.standard_missile.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.970] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.standard_missile.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.970] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.standard_missile.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.970] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.standard_missile.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.971] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_standard_missile_weapon was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.971] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_standard_missile_weapon.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.971] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_standard_missile_weapon.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.971] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_standard_missile_weapon.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.971] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_standard_missile_weapon.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.971] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_standard_missile_weapon.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.971] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_armoradder was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.971] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_armoradder.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_armoradder.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_armoradder.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_armoradder.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_armoradder.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.broken_frame was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.broken_frame.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.broken_frame.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.broken_frame.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.972] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.broken_frame.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.broken_frame.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.tracer_mob was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.tracer_mob.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.tracer_mob.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.tracer_mob.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.tracer_mob.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.tracer_mob.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.thunder_mutant was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.973] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.thunder_mutant.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.thunder_mutant.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.thunder_mutant.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.thunder_mutant.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.thunder_mutant.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.sentry was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.sentry.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.sentry.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.sentry.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.974] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.sentry.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.975] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.sentry.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.975] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_machine_gun was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.975] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_machine_gun.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.975] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_machine_gun.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.975] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_machine_gun.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.975] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_machine_gun.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.975] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_machine_gun.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.975] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_gauss_rifle was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.976] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_gauss_rifle.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.976] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_gauss_rifle.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.976] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_gauss_rifle.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.976] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_gauss_rifle.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.976] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_gauss_rifle.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.976] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.976] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.976] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.977] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.977] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.977] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.frank_horrigan.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.977] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_sentry_gun was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.977] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_sentry_gun.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.977] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_sentry_gun.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.977] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key fallout_inspired_power_armor.projectile_sentry_gun.allowSpawnEggs was corrected from null to its default, true. 
